prior_score,attendance_rate,parental_income,class_size,learning_disability,after_school_tutoring,final_score
64.4,92.4,33677.8,32,0,0,76.7
55.1,82.5,69955.9,30,1,1,88.2
69.8,78.4,30607.42,24,0,1,92.9
61.0,69.6,65727.38,19,0,0,79.0
49.8,94.3,119362.92,23,0,0,71.7
84.7,89.4,62112.35,24,0,0,87.0
66.2,69.6,33997.56,19,0,0,76.2
77.9,94.5,54420.99,21,0,0,85.8
67.8,59.1,65988.36,20,0,0,76.2
72.0,48.1,103368.21,28,0,0,74.0
44.6,44.2,102905.27,36,0,0,60.7
84.2,86.5,34730.78,32,0,1,99.8
78.2,96.2,50917.19,27,0,0,85.4
64.7,88.0,72899.3,24,0,0,83.3
69.3,74.7,44250.21,28,0,0,72.9
80.0,79.0,76817.8,22,0,0,96.4
59.4,82.7,30515.33,36,0,0,73.1
41.3,79.1,68234.26,28,0,0,61.3
59.7,96.5,100073.53,18,0,0,68.2
67.3,94.2,61511.24,37,0,0,91.5
64.5,67.7,65373.34,23,0,0,79.2
84.8,70.3,91322.66,37,0,0,95.8
50.6,81.2,47951.62,20,0,0,72.7
52.5,63.2,81717.0,16,0,1,94.7
49.1,96.2,58966.2,17,0,0,74.3
71.4,82.1,38023.3,37,0,1,97.0
42.1,98.4,94009.98,25,1,1,89.4
76.2,40.5,120627.49,31,0,0,86.9
51.0,89.0,106858.52,15,0,0,82.0
53.4,89.5,94007.31,17,0,0,79.6
91.6,82.9,77290.29,28,0,0,100.0
83.5,97.1,71788.05,25,0,0,99.0
66.8,75.5,57130.31,35,1,1,86.2
45.3,78.6,42988.55,30,0,0,61.2
95.2,59.4,21312.58,28,0,0,92.6
62.1,79.4,27345.88,33,0,0,69.1
68.7,92.7,60312.14,23,0,0,85.7
78.7,72.2,31628.17,37,0,0,76.4
35.6,79.5,73647.56,16,0,0,61.9
55.4,70.9,143443.18,24,0,0,66.4
64.0,94.1,11936.39,17,0,0,73.7
67.0,88.2,36818.38,29,0,0,79.4
45.4,72.1,178606.31,26,0,0,73.2
69.9,85.1,90863.39,33,0,0,76.2
65.5,88.5,56622.81,23,1,0,66.5
90.0,90.0,45892.42,28,1,0,82.3
80.0,96.4,80250.41,29,0,0,94.9
61.0,80.8,97694.69,37,0,0,78.6
62.1,92.9,31739.15,25,0,0,71.8
80.2,80.1,126234.6,25,0,0,99.7
69.3,83.3,73074.25,17,0,0,92.5
44.4,88.3,95709.35,25,0,0,67.7
96.4,91.1,99907.38,15,0,0,100.0
50.2,80.4,69991.94,18,0,0,70.0
100.0,79.0,74810.64,35,0,0,100.0
71.4,74.0,77565.22,39,0,0,88.1
55.5,82.0,50083.64,34,0,1,96.5
29.5,80.6,82804.05,24,0,0,58.1
76.7,88.2,52586.79,32,0,0,92.0
41.7,89.7,59893.84,15,0,0,70.2
70.4,84.1,130869.42,35,0,0,87.9
94.0,93.3,58804.94,17,0,0,95.7
47.9,93.2,73626.04,39,0,0,69.9
76.1,90.1,54864.0,17,0,0,91.2
52.8,87.1,49865.6,33,0,0,68.9
82.0,75.8,157055.74,32,0,0,98.2
66.0,51.1,28790.22,27,0,0,67.4
64.7,93.4,61454.47,17,0,0,86.5
83.1,85.4,32829.76,39,0,1,95.4
74.4,90.2,112105.59,37,0,0,100.0
52.9,82.4,58058.72,32,0,0,72.0
91.8,76.3,47362.85,33,0,0,88.5
42.0,50.9,23920.57,22,0,1,74.6
69.1,72.7,131681.24,28,0,0,81.3
52.7,93.2,30825.5,38,0,1,94.2
42.7,74.4,76372.59,15,1,0,58.2
48.0,40.2,95405.29,15,0,0,66.5
64.3,96.4,177539.54,22,0,0,95.5
70.2,61.1,45450.1,26,0,1,88.7
80.9,79.5,39036.73,22,0,0,84.7
87.1,68.1,48356.81,25,0,0,79.0
69.2,60.1,44615.18,28,0,0,84.9
58.4,73.4,23346.23,32,0,0,62.0
80.6,59.8,135635.43,26,0,0,88.3
55.8,81.5,48580.37,22,0,0,71.4
41.1,70.1,55279.8,15,0,1,85.7
79.1,67.1,81938.86,35,0,0,86.0
84.9,72.0,119736.4,24,1,0,87.2
52.7,77.7,33513.94,19,0,0,78.6
94.4,92.2,71597.08,28,0,0,100.0
73.7,82.6,32601.31,22,0,0,76.4
71.5,95.0,70744.08,38,0,0,92.9
57.2,71.9,69293.55,26,0,0,80.3
80.3,75.9,47263.52,18,1,0,77.9
42.1,76.3,67287.37,32,0,0,67.0
59.9,76.0,67906.95,29,0,0,71.6
54.0,57.9,57478.17,20,0,0,72.9
45.4,93.2,54051.93,25,0,1,85.4
77.9,89.7,30267.01,27,0,0,81.7
70.1,88.2,34705.12,34,0,1,99.3
77.1,73.6,44041.49,16,0,0,88.8
60.8,87.4,36158.27,23,0,0,70.8
79.8,88.0,44952.24,23,0,0,85.7
66.2,85.0,57637.09,37,0,0,77.0
57.9,76.6,62575.24,16,0,0,80.0
55.4,74.4,79287.74,17,0,0,72.5
35.3,78.1,64759.89,39,0,0,57.8
82.5,94.1,63545.02,38,0,0,97.5
80.8,79.3,78292.19,24,0,0,82.6
100.0,87.7,37856.43,32,0,1,100.0
60.0,89.9,39473.22,35,0,0,61.9
55.0,70.2,49681.83,32,0,1,76.5
39.5,72.4,42251.62,15,0,1,79.9
79.4,76.5,24920.98,39,0,0,72.9
75.9,93.9,79857.05,29,0,0,83.3
88.3,83.6,36346.05,27,1,0,70.3
51.3,75.0,148123.72,29,0,0,76.1
75.7,68.6,65035.19,37,0,0,85.3
57.2,97.1,28258.15,18,0,0,74.5
85.2,94.4,83572.24,33,0,0,99.7
73.0,65.6,60878.71,17,0,0,74.8
41.7,71.7,69250.85,27,0,0,72.3
63.0,77.3,46686.8,21,0,0,75.4
35.8,94.8,37585.63,39,0,1,77.0
47.6,82.9,28835.56,26,0,0,64.9
48.5,86.6,31539.61,37,0,0,67.7
55.4,98.6,30210.66,16,0,0,78.4
61.1,76.3,50076.12,30,0,0,80.3
67.5,66.4,58348.93,36,0,0,76.5
66.7,68.8,27624.54,22,1,0,64.0
64.6,81.2,94027.16,37,0,0,82.5
70.0,85.9,64268.34,26,0,0,89.3
46.3,73.1,201502.79,16,0,0,77.3
66.1,72.7,48895.99,30,0,0,71.9
86.5,58.8,182861.75,37,0,0,97.8
62.5,88.1,86941.66,29,0,0,86.5
72.4,87.9,22478.81,23,0,0,78.3
71.0,83.0,33013.26,29,0,0,83.3
77.9,91.3,70191.0,17,0,0,92.4
69.3,80.7,24989.33,25,0,1,91.7
77.7,56.0,38248.96,33,0,0,75.3
72.6,74.2,27006.46,29,0,0,79.9
74.9,74.3,174443.45,35,0,0,87.9
71.6,94.6,103705.87,39,0,0,95.1
49.9,82.4,50539.4,15,0,0,77.5
47.4,79.1,127542.02,21,0,0,74.1
59.7,67.6,112302.8,37,0,0,86.6
88.3,81.7,115285.84,18,1,0,90.3
62.4,72.6,45267.04,36,0,0,70.4
69.6,81.6,51305.7,15,1,0,69.8
35.5,87.8,34603.28,34,0,1,80.8
67.9,85.1,56564.84,25,0,0,78.3
66.3,93.7,39883.63,33,0,0,75.1
24.9,93.5,34994.12,26,0,1,85.0
69.4,77.6,105429.6,35,0,0,83.2
40.2,74.5,83767.94,22,0,0,55.8
54.1,92.4,38514.62,27,0,0,84.4
79.9,45.3,96059.86,19,0,0,88.0
67.4,77.4,69871.21,15,0,0,72.0
58.3,74.5,51139.78,32,0,0,64.5
57.0,91.8,132638.2,16,0,0,75.9
58.7,88.5,69751.3,23,0,1,96.4
67.4,78.4,145620.69,27,0,0,90.2
47.0,82.1,79455.49,27,0,1,91.7
81.9,72.4,82945.26,37,0,0,85.7
47.8,79.4,34963.99,29,0,1,82.6
39.1,80.6,45317.48,34,0,0,61.5
79.9,90.2,124086.23,23,0,0,93.0
58.4,71.7,107041.12,29,1,1,90.7
66.1,59.8,50052.79,39,1,0,66.6
74.8,70.3,30440.56,21,0,1,91.8
54.2,73.7,137294.97,25,0,0,85.4
67.1,68.5,102060.53,39,0,0,73.4
74.7,67.8,33785.52,39,0,0,75.6
89.6,81.2,33783.44,37,0,0,89.7
57.3,69.5,149758.02,19,0,0,74.7
58.1,92.2,46452.78,23,1,1,89.8
73.4,84.5,46867.63,28,0,1,100.0
68.1,79.0,42605.46,33,0,0,71.3
62.9,78.3,71520.18,29,0,0,74.2
88.9,89.5,29728.53,30,0,0,87.9
39.8,91.0,67426.81,34,0,0,57.6
43.7,70.5,29632.63,29,0,0,61.6
39.9,90.7,29737.03,36,0,1,82.4
83.0,84.9,30247.92,37,0,0,81.5
72.7,59.1,30835.22,29,0,1,89.6
44.4,54.3,85920.87,38,0,1,83.3
63.2,96.1,85934.92,18,0,0,72.7
64.6,84.4,55196.16,39,0,0,77.0
31.9,87.4,43661.37,33,0,1,77.4
67.8,73.6,119479.34,33,0,0,75.4
47.3,82.9,84746.51,19,0,0,75.0
75.6,95.7,33211.69,16,0,0,82.3
47.8,99.8,71344.82,15,0,0,82.6
68.3,88.8,69528.58,23,0,0,83.7
84.4,66.7,85752.92,22,0,0,90.4
79.6,91.8,236689.37,26,0,0,100.0
72.6,80.4,39766.65,17,1,0,80.9
63.8,87.8,79000.67,35,0,0,77.2
42.5,62.9,126501.54,22,0,0,74.5
58.4,82.6,141368.01,32,0,0,80.6
61.6,66.2,65530.75,37,0,0,71.5
60.5,76.5,31137.82,23,1,1,84.7
42.0,75.1,24405.2,18,0,1,81.4
71.5,70.8,90511.66,30,0,0,81.6
47.3,55.5,71058.91,32,0,0,56.0
88.2,78.2,63835.47,39,0,0,90.7
67.2,67.2,68962.82,24,0,0,76.6
79.7,84.1,97661.04,31,0,0,96.7
79.4,94.8,78682.16,36,0,0,90.5
96.2,85.7,72644.12,22,0,0,91.0
67.7,76.5,44498.41,16,0,0,76.7
59.1,49.5,100683.73,24,0,0,75.8
59.4,84.0,44862.15,26,0,1,84.8
87.4,86.7,97136.57,21,0,0,87.0
45.2,71.4,49201.17,21,0,0,66.7
51.8,82.6,80395.59,27,0,0,77.7
68.6,94.2,144611.49,33,1,0,84.7
62.7,87.4,83306.88,24,0,0,86.1
79.5,95.2,121561.42,34,0,0,90.4
44.9,89.0,49725.99,38,0,1,88.2
64.0,92.7,62823.24,20,0,0,83.0
62.2,82.3,50145.95,27,0,0,81.8
48.9,89.8,26111.99,32,0,1,91.9
78.2,64.6,102166.09,30,0,0,90.6
63.6,51.3,79573.7,36,0,0,69.8
63.0,90.7,76800.08,21,0,0,72.4
52.6,85.3,110844.43,22,0,0,67.3
59.5,77.0,33938.12,22,0,0,75.0
49.7,93.6,30101.11,30,0,0,72.7
78.0,82.2,111377.83,22,0,0,88.5
80.5,87.7,57804.93,29,0,0,92.1
90.2,91.6,66664.33,22,0,0,99.5
71.5,97.7,28751.61,20,0,1,93.6
59.9,94.8,124999.18,15,0,0,91.5
58.0,69.3,83753.04,30,0,0,75.6
72.4,91.3,44900.3,27,0,1,88.9
68.0,78.5,169880.59,18,1,0,79.4
62.4,42.6,30280.72,32,0,0,70.8
61.1,78.1,50781.71,21,0,0,71.4
82.6,84.0,98074.3,15,0,0,99.9
58.5,51.3,106578.66,19,0,0,80.2
85.2,98.5,28379.8,22,0,1,100.0
67.7,91.0,51964.48,18,0,0,77.0
59.5,96.3,86933.53,21,0,0,84.8
53.2,45.9,125057.64,30,0,0,73.1
62.7,98.3,119905.83,19,1,0,80.2
72.6,93.9,84983.92,31,0,0,87.0
59.3,80.8,62620.2,25,0,0,82.7
77.8,92.0,54737.93,32,0,0,91.8
58.6,53.8,76807.68,19,0,0,69.5
63.1,88.9,122640.14,37,0,0,87.7
45.7,75.7,53797.89,37,0,0,65.0
73.4,57.4,52230.12,39,0,0,69.6
61.0,79.6,106151.94,17,0,0,73.9
88.7,82.8,101803.99,34,0,0,96.4
75.6,71.4,46632.47,17,0,0,79.7
66.3,79.5,30965.26,26,0,0,71.0
83.4,97.1,25419.66,38,0,0,86.1
71.1,65.4,63900.53,29,0,0,82.0
80.1,79.5,34465.06,23,0,0,86.6
52.1,87.2,93725.95,28,0,0,75.2
71.9,73.3,25377.86,22,0,0,70.0
72.5,80.1,134163.58,32,0,0,80.4
41.8,97.0,50594.69,24,0,0,73.8
87.6,85.1,40160.3,31,0,0,90.1
47.6,86.7,45680.26,29,0,0,71.6
45.5,85.3,38855.94,35,1,1,81.3
22.3,74.8,127688.9,16,0,0,55.8
72.1,97.5,83768.72,17,0,0,87.4
40.4,96.9,62844.94,23,0,0,73.4
57.2,72.5,32812.35,33,0,0,71.8
77.6,74.5,58248.79,31,0,0,80.3
67.9,78.8,40728.72,39,0,0,81.1
55.6,91.9,16067.03,16,0,1,86.8
41.1,83.7,42327.7,20,0,0,65.6
63.4,88.5,81033.66,25,0,0,73.1
77.8,95.2,48384.28,25,0,0,87.1
75.5,92.9,55687.18,37,0,0,87.0
91.8,73.0,100760.03,23,0,0,94.6
55.2,79.6,92131.82,30,0,0,79.1
45.2,68.0,159605.21,38,0,0,66.9
69.6,69.5,19994.76,36,0,1,93.9
68.2,63.5,39295.14,34,1,0,65.8
64.9,91.7,94284.38,34,0,0,79.5
53.8,82.2,74287.48,28,0,0,65.2
25.2,69.5,62927.16,34,0,0,59.8
49.9,89.3,44249.72,25,0,1,89.6
73.4,86.7,67052.14,24,0,0,82.9
69.3,80.5,65149.73,16,0,0,80.6
79.5,82.7,23718.35,21,0,1,93.7
70.2,77.4,66623.78,15,0,0,86.0
76.0,92.2,46234.65,19,0,0,87.4
76.5,59.1,91174.65,29,0,0,76.9
65.3,55.3,71134.53,25,0,0,75.1
65.4,80.4,159205.75,34,0,0,81.3
21.4,76.7,59871.94,32,1,1,75.6
55.2,87.5,34694.78,23,0,0,67.9
55.8,84.1,17251.79,15,0,1,95.2
63.4,84.9,37453.75,34,0,1,100.0
51.0,84.5,72306.96,20,0,0,70.8
79.1,68.6,82160.95,34,0,0,82.1
51.8,91.7,44240.62,24,0,0,64.0
81.5,88.3,48287.85,18,0,1,93.8
50.6,86.3,62004.87,32,0,0,63.1
55.9,59.3,72404.71,26,0,0,67.4
54.8,85.6,99711.95,39,1,0,54.1
57.6,91.4,44632.23,23,0,0,78.7
82.7,90.0,41302.75,31,0,0,91.0
60.1,80.1,164784.89,31,0,0,87.8
60.5,79.8,146036.85,28,0,0,89.9
53.9,74.9,45948.98,38,0,1,81.5
61.1,69.3,106007.97,23,0,0,73.3
68.2,97.8,180295.85,33,0,0,100.0
61.8,99.2,115667.99,27,1,0,72.9
62.7,94.6,40886.09,17,0,1,98.4
80.2,86.9,63095.6,32,0,0,77.9
69.1,81.4,24936.66,23,0,1,99.5
47.7,88.8,36957.6,30,0,1,89.3
63.7,93.6,59417.81,32,0,0,72.2
56.9,76.8,66828.03,21,1,1,95.0
72.8,78.7,42340.72,32,0,0,81.2
66.5,74.3,15125.89,28,0,0,83.2
82.0,80.8,65958.53,24,1,1,87.8
53.9,52.2,86170.73,24,0,1,90.0
62.1,79.5,87821.49,20,1,0,66.9
49.0,57.2,54018.08,17,0,1,83.3
64.4,84.0,55961.5,31,0,0,78.7
42.0,62.3,67727.85,36,0,0,51.8
69.8,57.2,73456.57,16,1,0,79.6
64.2,43.6,57140.89,21,0,0,79.5
67.3,67.4,18741.75,26,0,0,74.3
76.8,78.0,120393.86,39,0,0,83.2
68.4,79.6,47468.95,15,0,1,95.1
45.8,88.1,32469.3,34,0,1,87.0
56.7,62.2,49202.9,19,0,0,66.0
63.8,66.7,63312.82,27,0,0,79.5
60.1,83.4,44154.9,39,0,0,74.0
61.9,71.3,45705.8,33,0,0,72.3
89.3,80.4,50903.26,20,0,0,96.7
66.5,83.5,71747.33,19,1,0,63.3
70.7,69.9,40155.13,19,0,1,90.4
34.9,77.6,70878.42,32,0,1,82.8
76.2,87.6,30027.25,24,0,0,80.1
100.0,70.6,163234.44,35,0,0,99.8
85.2,82.7,102350.45,33,0,0,88.8
58.4,70.5,52191.0,16,1,1,86.0
99.2,85.9,70783.06,25,0,0,100.0
65.4,86.3,33386.79,36,0,0,87.8
69.6,81.9,79293.45,15,0,0,90.0
61.0,81.7,91372.91,20,0,0,74.5
60.6,89.3,68402.43,28,0,0,84.4
31.3,69.2,94008.66,38,0,0,58.5
76.8,83.7,59664.0,17,0,0,86.4
60.5,70.9,56914.66,21,0,0,70.7
62.2,78.1,43047.78,29,0,0,66.4
69.1,96.3,79059.17,33,1,0,75.4
58.8,75.6,39407.87,36,0,0,64.3
69.0,73.2,73657.37,21,0,0,79.8
83.0,90.2,69676.01,17,0,0,98.9
71.1,78.0,117241.55,25,0,0,92.6
62.7,97.4,80157.72,19,0,0,82.0
63.1,59.5,24874.51,28,0,1,91.9
68.0,85.2,42969.27,17,0,0,81.8
52.5,82.6,42414.98,18,0,1,97.5
68.1,56.1,41525.29,19,0,0,68.4
75.3,58.3,97080.96,37,0,0,82.2
66.3,68.1,19896.92,18,0,1,87.9
58.6,92.6,122054.95,18,0,0,86.1
60.7,72.3,98643.48,16,0,0,80.9
74.8,75.9,65701.52,19,0,0,84.7
48.5,85.0,71296.29,17,0,0,82.7
52.8,54.9,62162.38,28,0,0,60.3
40.9,87.6,64814.93,18,0,0,62.4
65.5,68.1,105153.0,30,0,0,85.3
77.9,90.8,53538.06,38,0,0,88.4
85.0,81.3,80835.35,18,0,0,89.2
88.2,72.4,38730.17,20,0,1,100.0
54.6,71.6,78140.89,33,0,0,71.8
68.8,87.1,52241.44,31,0,0,81.1
59.0,88.3,74160.93,18,0,0,75.7
89.7,94.8,38859.76,36,0,0,95.3
84.6,75.6,74953.48,39,0,0,83.5
67.5,83.0,58490.21,35,1,0,65.5
55.7,77.8,130931.15,26,0,0,83.9
13.3,69.2,68150.6,21,0,1,60.7
43.5,78.8,76620.21,30,0,0,63.5
37.2,92.6,48013.6,28,0,0,65.7
43.3,80.4,69985.65,27,0,0,73.6
93.2,77.3,75887.3,25,0,0,97.3
45.6,74.6,50155.31,25,0,0,68.9
49.1,95.3,48237.04,15,0,0,75.0
51.2,52.0,40002.16,22,0,0,59.4
100.0,77.3,57640.12,27,0,0,96.5
64.1,82.1,43192.43,18,1,1,90.0
79.9,85.7,69295.03,38,0,0,98.1
67.6,60.2,40327.84,39,1,0,64.7
35.2,76.0,56317.13,33,0,0,58.0
88.0,65.2,37314.01,34,0,0,79.5
71.0,83.4,106106.25,20,1,0,75.9
63.2,74.4,60622.72,17,0,1,92.6
91.4,83.7,60352.75,23,0,0,98.6
59.8,75.3,80639.18,33,0,0,72.7
62.8,82.8,145455.06,21,0,0,87.1
59.8,88.3,62351.8,37,0,0,77.0
81.1,87.9,28411.65,25,0,0,87.6
77.2,97.8,108116.82,29,0,0,90.6
69.2,89.2,30374.02,29,0,0,76.8
49.2,82.3,46713.11,35,0,0,68.8
59.4,76.3,108690.51,36,0,0,75.2
49.2,60.6,50634.51,31,0,0,55.0
82.4,87.5,44975.13,29,0,0,89.5
41.4,91.0,68916.49,26,0,0,57.5
88.9,80.0,60164.81,33,0,0,91.3
84.3,53.1,42332.43,17,0,0,78.4
51.2,78.6,92855.38,16,0,0,72.7
58.8,80.6,110634.56,15,0,1,100.0
54.3,56.9,119845.78,39,0,0,75.1
71.5,88.3,78895.58,18,0,0,83.7
86.2,93.5,42170.09,38,0,0,84.1
82.8,88.1,31963.82,21,0,1,92.4
58.5,89.1,18798.96,26,0,1,83.7
83.8,86.0,100363.85,36,1,0,79.3
82.6,71.2,65991.72,31,0,0,81.1
62.2,53.1,48559.35,17,1,0,63.1
64.9,52.0,22773.42,35,1,1,79.6
88.1,80.7,33138.44,31,0,0,97.1
80.9,76.0,24766.6,31,1,0,67.7
83.4,76.6,123124.66,24,0,0,93.4
100.0,86.8,82277.14,29,0,0,93.9
73.2,75.1,31164.3,23,0,0,80.0
69.9,68.3,135609.51,31,0,0,76.4
85.4,77.1,41728.04,18,0,0,83.3
94.8,60.7,71299.16,38,0,0,91.9
55.8,94.3,71382.62,23,0,1,80.8
62.0,75.0,57127.81,20,0,1,89.9
49.7,86.4,51454.54,29,0,0,66.7
70.1,82.8,60900.54,26,0,0,86.3
78.3,78.9,52052.62,38,1,0,76.8
50.8,68.3,67815.75,36,0,0,67.0
82.0,83.7,69174.87,22,0,0,86.6
58.2,50.5,46068.62,37,1,1,77.8
57.0,93.3,103841.67,23,0,0,84.2
81.9,50.6,39398.44,23,0,0,82.3
55.6,86.2,72773.02,32,0,0,81.5
43.9,86.2,50529.43,35,0,0,64.9
76.2,92.3,38773.93,16,0,0,87.3
63.0,61.1,52119.32,36,0,0,65.8
83.0,76.7,43027.12,34,0,0,84.6
77.5,82.2,83230.19,38,0,0,88.1
38.8,78.3,57109.4,24,0,0,61.6
84.7,74.6,118730.26,18,0,0,100.0
93.5,93.0,37208.57,20,1,1,96.1
80.5,97.2,19961.59,26,0,0,85.2
81.1,99.0,72939.05,27,0,0,100.0
61.3,85.7,141679.08,31,1,0,78.4
57.8,79.5,76450.43,34,0,0,75.7
68.2,94.4,37376.43,34,0,1,90.1
78.8,64.4,35901.7,20,0,0,82.6
78.4,87.6,164870.67,29,0,0,97.0
58.4,57.7,49528.81,22,0,1,93.1
56.9,98.1,36045.85,18,0,1,94.7
42.6,53.4,108576.46,18,0,0,73.1
74.7,87.2,55624.74,17,1,0,86.0
59.2,90.3,21727.27,30,0,1,92.4
60.5,95.6,169642.5,22,0,0,92.2
90.9,80.4,80193.94,20,0,0,95.9
74.0,58.9,28117.96,34,1,1,77.8
69.8,93.8,120318.29,27,0,0,82.2
77.5,83.3,35457.26,30,0,0,88.3
86.3,62.2,34405.99,35,0,0,91.2
40.7,86.0,38335.32,32,0,1,81.4
56.5,77.2,157905.77,23,0,0,81.4
61.5,67.7,166492.95,38,0,0,81.9
50.3,91.0,45525.56,16,1,1,82.3
61.0,78.7,140478.47,38,0,0,93.8
41.7,78.3,19081.94,20,0,1,80.4
78.8,77.1,94563.64,28,0,0,95.0
57.2,87.0,118431.04,31,0,0,69.2
68.0,82.8,127162.45,29,0,0,93.2
65.8,71.5,62221.05,34,0,0,87.0
73.4,75.4,79462.37,19,0,0,86.8
28.1,52.3,41833.09,16,1,1,72.9
71.8,73.0,60631.75,26,0,0,86.1
60.9,71.2,55154.42,19,0,0,77.2
71.1,69.8,53591.22,15,0,0,79.7
47.3,73.5,105590.99,16,0,0,68.1
71.2,82.0,66667.62,15,0,0,88.1
84.5,66.4,139606.94,25,0,0,89.4
67.8,90.8,67777.66,16,0,0,87.5
54.2,65.4,179092.25,25,1,0,66.0
54.9,67.1,110592.22,16,0,0,70.3
73.6,78.6,57331.17,21,0,0,73.2
73.5,60.0,65336.01,21,0,0,78.0
70.3,94.4,39340.38,21,0,0,88.3
64.4,91.7,64867.59,16,0,0,85.2
68.0,86.5,36634.31,30,0,1,92.9
64.0,61.4,116446.22,17,0,0,76.3
59.3,91.7,50422.66,16,0,0,85.6
76.4,39.9,71526.56,19,0,0,68.1
69.7,91.2,19136.5,17,0,0,80.2
84.4,67.8,52388.12,20,0,0,81.9
81.8,90.7,49720.34,36,0,0,89.4
69.2,57.1,94888.87,19,0,0,81.2
73.9,98.2,77749.27,32,1,0,83.5
50.6,57.6,99623.55,22,0,0,75.7
63.8,88.5,74706.65,27,0,0,71.1
70.1,85.2,110777.41,36,0,0,82.8
41.3,88.4,73833.28,16,0,0,68.7
71.4,73.2,30088.11,27,0,1,99.0
50.6,91.5,57230.57,31,0,0,74.2
52.3,62.7,58723.59,20,0,0,61.7
57.1,79.8,11700.72,16,1,1,84.4
64.5,77.3,36016.47,34,0,0,78.5
45.1,77.0,166186.83,26,0,0,72.0
77.8,57.4,52194.12,30,0,0,76.8
67.7,92.2,56802.02,18,0,0,80.1
93.9,90.3,20147.34,30,0,0,89.9
69.5,78.6,30527.49,27,0,1,92.8
73.6,80.2,76280.09,28,0,0,84.9
52.2,89.0,47459.21,23,0,1,91.1
47.3,70.6,34391.06,26,0,1,86.2
74.3,67.5,114541.33,28,0,0,85.0
48.6,80.0,42168.51,25,0,0,61.7
74.6,84.5,31242.44,24,0,0,77.7
90.6,77.8,61097.73,21,0,0,96.4
79.2,93.7,39835.76,39,0,0,82.5
73.6,89.4,39810.39,20,0,0,85.9
69.0,62.3,58072.46,31,0,0,79.0
59.2,68.1,43400.06,27,0,0,76.0
63.3,73.2,26017.9,29,0,1,85.0
56.5,78.6,79164.49,38,0,0,69.6
45.3,84.7,92314.96,18,0,0,75.9
65.5,82.3,52823.07,38,0,0,68.0
81.6,89.1,81640.63,17,0,0,96.3
45.7,70.3,49788.9,25,0,0,69.2
86.0,76.9,23040.82,36,0,0,76.5
83.3,74.9,93733.58,34,0,0,91.6
71.0,69.9,56977.23,34,0,0,76.4
71.1,79.1,64569.58,16,0,0,90.8
62.2,90.1,56774.15,25,0,0,87.0
65.6,51.0,54677.75,18,0,0,85.4
58.0,95.8,64281.33,31,0,0,84.8
65.5,85.8,64900.48,31,0,1,100.0
67.1,68.4,112618.99,35,0,0,95.0
93.2,84.1,74538.77,31,0,0,97.8
73.5,98.0,107825.58,27,0,0,94.9
61.9,60.2,127200.64,27,0,0,87.1
63.5,92.9,26750.5,33,0,0,75.6
54.3,76.9,113361.57,17,0,0,73.8
56.8,82.5,82996.09,24,0,0,73.4
78.7,85.5,76435.65,30,0,0,87.4
57.6,78.6,98202.17,34,0,0,76.5
55.7,94.9,52449.21,15,0,0,72.9
56.1,87.3,80926.2,37,1,0,57.1
54.1,74.5,35281.44,34,1,0,63.8
81.9,76.0,29553.98,37,0,0,95.1
67.1,61.1,78107.68,19,0,0,71.2
60.8,79.1,57830.21,15,1,1,83.3
65.4,85.2,59787.06,30,0,0,76.0
68.3,91.3,40182.09,25,1,0,64.5
53.8,78.6,72808.54,18,0,0,71.3
44.2,86.3,48379.43,19,1,0,56.7
85.1,76.3,58496.33,30,0,0,91.8
79.8,96.4,46941.52,26,1,0,77.6
70.7,76.6,40093.52,26,0,1,100.0
78.8,82.9,53986.71,18,0,0,82.6
93.7,80.4,108314.36,37,0,0,96.6
57.0,93.6,47264.65,31,0,0,86.2
48.2,88.8,56200.91,23,0,1,91.6
74.9,85.8,52441.17,20,0,0,87.7
43.0,89.1,43540.44,22,0,0,61.7
65.6,64.9,110704.59,22,0,0,82.1
60.5,54.1,30308.07,39,0,1,84.5
75.1,85.5,57372.01,35,1,0,74.9
57.8,87.0,39271.13,22,0,0,75.5
83.0,78.0,79508.09,22,0,0,97.6
